Record Date,Security Type Description,Security Class Description,Securities Outstanding Amount,Transactions Month,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2015-03-31,Marketable,Bill,10325958400.00,201503,5,2015,2,2015,1,03,31
2015-03-31,Marketable,Note,6354363200.00,201503,6,2015,2,2015,1,03,31
2015-03-31,Marketable,TIPS,851152400.00,201503,7,2015,2,2015,1,03,31
2015-02-28,Savings Bond,E,0.00,201502,1,2015,2,2015,1,02,28
2015-02-28,Savings Bond,EE,2143553167.65,201502,2,2015,2,2015,1,02,28
2015-02-28,Savings Bond,I,6651289916.94,201502,3,2015,2,2015,1,02,28
2015-02-28,Marketable,Bond,499506200.00,201502,4,2015,2,2015,1,02,28
2015-02-28,Marketable,Bill,10457544000.00,201502,5,2015,2,2015,1,02,28
2015-02-28,Marketable,Note,6350970300.00,201502,6,2015,2,2015,1,02,28
2015-02-28,Marketable,TIPS,853914900.00,201502,7,2015,2,2015,1,02,28
2015-01-31,Savings Bond,E,13646.29,201501,1,2015,2,2015,1,01,31
2015-01-31,Savings Bond,EE,2094951112.57,201501,2,2015,2,2015,1,01,31
2015-01-31,Savings Bond,I,6599049423.66,201501,3,2015,2,2015,1,01,31
2015-01-31,Marketable,Bond,503806100.00,201501,4,2015,2,2015,1,01,31
2015-01-31,Marketable,Bill,10383489300.00,201501,5,2015,2,2015,1,01,31
2015-01-31,Marketable,Note,6366308900.00,201501,6,2015,2,2015,1,01,31
2015-01-31,Marketable,TIPS,855559000.00,201501,7,2015,2,2015,1,01,31
2014-12-31,Savings Bond,E,0.00,201412,1,2015,1,2014,4,12,31
2014-12-31,Savings Bond,EE,2048250681.13,201412,2,2015,1,2014,4,12,31
2014-12-31,Savings Bond,I,6508038375.64,201412,3,2015,1,2014,4,12,31
2014-12-31,Marketable,Bond,503186400.00,201412,4,2015,1,2014,4,12,31
2014-12-31,Marketable,Bill,10507046800.00,201412,5,2015,1,2014,4,12,31
2014-12-31,Marketable,Note,6341194000.00,201412,6,2015,1,2014,4,12,31
2014-12-31,Marketable,TIPS,879705900.00,201412,7,2015,1,2014,4,12,31
2014-11-30,Savings Bond,E,0.00,201411,1,2015,1,2014,4,11,30
2014-11-30,Savings Bond,EE,1986510097.08,201411,2,2015,1,2014,4,11,30
2014-11-30,Savings Bond,I,6433119623.06,201411,3,2015,1,2014,4,11,30
2014-11-30,Marketable,Bond,498914800.00,201411,4,2015,1,2014,4,11,30
2014-11-30,Marketable,Bill,10544100700.00,201411,5,2015,1,2014,4,11,30
2014-11-30,Marketable,Note,6334122600.00,201411,6,2015,1,2014,4,11,30
2014-11-30,Marketable,TIPS,880721200.00,201411,7,2015,1,2014,4,11,30
2014-10-31,Savings Bond,E,0.00,201410,1,2015,1,2014,4,10,31
2014-10-31,Savings Bond,EE,1933783228.28,201410,2,2015,1,2014,4,10,31
2014-10-31,Savings Bond,I,6378324350.46,201410,3,2015,1,2014,4,10,31
2014-10-31,Marketable,Bond,497862100.00,201410,4,2015,1,2014,4,10,31
2014-10-31,Marketable,Bill,10680742400.00,201410,5,2015,1,2014,4,10,31
2014-10-31,Marketable,Note,6352761900.00,201410,6,2015,1,2014,4,10,31
2014-10-31,Marketable,TIPS,884663200.00,201410,7,2015,1,2014,4,10,31
2014-09-30,Savings Bond,E,1261.91,201409,1,2014,4,2014,3,09,30
2014-09-30,Savings Bond,EE,1878165219.88,201409,2,2014,4,2014,3,09,30
2014-09-30,Savings Bond,I,6328419318.40,201409,3,2014,4,2014,3,09,30
2014-09-30,Marketable,Bond,494428100.00,201409,4,2014,4,2014,3,09,30
2014-09-30,Marketable,Bill,10949452200.00,201409,5,2014,4,2014,3,09,30
2014-09-30,Marketable,Note,6345133600.00,201409,6,2014,4,2014,3,09,30
2014-09-30,Marketable,TIPS,886160300.00,201409,7,2014,4,2014,3,09,30
2014-08-31,Savings Bond,E,0.00,201408,1,2014,4,2014,3,08,31
2014-08-31,Savings Bond,EE,1816273568.84,201408,2,2014,4,2014,3,08,31
2014-08-31,Savings Bond,I,6277736223.94,201408,3,2014,4,2014,3,08,31
2014-08-31,Marketable,Bond,493265300.00,201408,4,2014,4,2014,3,08,31
2014-08-31,Marketable,Bill,11086885300.00,201408,5,2014,4,2014,3,08,31
2014-08-31,Marketable,Note,6349104300.00,201408,6,2014,4,2014,3,08,31
2014-08-31,Marketable,TIPS,886637100.00,201408,7,2014,4,2014,3,08,31
2014-07-31,Savings Bond,E,2283.69,201407,1,2014,4,2014,3,07,31
2014-07-31,Savings Bond,EE,1741332303.66,201407,2,2014,4,2014,3,07,31
2014-07-31,Savings Bond,I,6221109342.04,201407,3,2014,4,2014,3,07,31
2014-07-31,Marketable,Bond,487096600.00,201407,4,2014,4,2014,3,07,31
2014-07-31,Marketable,Bill,11120225000.00,201407,5,2014,4,2014,3,07,31
2014-07-31,Marketable,Note,6332471600.00,201407,6,2014,4,2014,3,07,31
2014-07-31,Marketable,TIPS,889828400.00,201407,7,2014,4,2014,3,07,31
2014-06-30,Savings Bond,E,17852.86,201406,1,2014,3,2014,2,06,30
2014-06-30,Savings Bond,EE,1677604928.48,201406,2,2014,3,2014,2,06,30
2014-06-30,Savings Bond,I,6164424059.13,201406,3,2014,3,2014,2,06,30
2014-06-30,Marketable,Bill,11179485300.00,201406,4,2014,3,2014,2,06,30
2014-06-30,Marketable,Bond,483050400.00,201406,5,2014,3,2014,2,06,30
2014-06-30,Marketable,Note,6312347100.00,201406,6,2014,3,2014,2,06,30
2014-06-30,Marketable,TIPS,913433300.00,201406,7,2014,3,2014,2,06,30
2014-05-31,Savings Bond,E,30486.44,201405,1,2014,3,2014,2,05,31
2014-05-31,Savings Bond,EE,1614612782.67,201405,2,2014,3,2014,2,05,31
2014-05-31,Savings Bond,I,6112470750.97,201405,3,2014,3,2014,2,05,31
2014-05-31,Marketable,Bond,474895300.00,201405,4,2014,3,2014,2,05,31
2014-05-31,Marketable,Bill,11233528300.00,201405,5,2014,3,2014,2,05,31
2014-05-31,Marketable,Note,6234301200.00,201405,6,2014,3,2014,2,05,31
2014-05-31,Marketable,TIPS,911837300.00,201405,7,2014,3,2014,2,05,31
2014-04-30,Savings Bond,E,58641.05,201404,1,2014,3,2014,2,04,30
2014-04-30,Savings Bond,EE,1559209138.53,201404,2,2014,3,2014,2,04,30
2014-04-30,Savings Bond,I,6047966242.07,201404,3,2014,3,2014,2,04,30
2014-04-30,Marketable,Bill,11305639600.00,201404,4,2014,3,2014,2,04,30
2014-04-30,Marketable,Bond,467217400.00,201404,5,2014,3,2014,2,04,30
2014-04-30,Marketable,Note,6239144000.00,201404,6,2014,3,2014,2,04,30
2014-04-30,Marketable,TIPS,910025900.00,201404,7,2014,3,2014,2,04,30
2014-03-31,Savings Bond,E,7419.83,201403,1,2014,2,2014,1,03,31
2014-03-31,Savings Bond,EE,1500316109.73,201403,2,2014,2,2014,1,03,31
2014-03-31,Savings Bond,I,6001708815.88,201403,3,2014,2,2014,1,03,31
2014-03-31,Marketable,Bond,464590000.00,201403,4,2014,2,2014,1,03,31
2014-03-31,Marketable,Bill,11233453400.00,201403,5,2014,2,2014,1,03,31
2014-03-31,Marketable,Note,6173821000.00,201403,6,2014,2,2014,1,03,31
2014-03-31,Marketable,TIPS,1065312700.00,201403,7,2014,2,2014,1,03,31
2014-02-28,Savings Bond,E,56239.30,201402,1,2014,2,2014,1,02,28
2014-02-28,Savings Bond,EE,1459357294.34,201402,2,2014,2,2014,1,02,28
2014-02-28,Savings Bond,I,5953252258.38,201402,3,2014,2,2014,1,02,28
2014-02-28,Marketable,Bill,11396850500.00,201402,4,2014,2,2014,1,02,28
2014-02-28,Marketable,Bond,459261400.00,201402,5,2014,2,2014,1,02,28
2014-02-28,Marketable,Note,6171895200.00,201402,6,2014,2,2014,1,02,28
2014-02-28,Marketable,TIPS,1068451600.00,201402,7,2014,2,2014,1,02,28
2014-01-31,Savings Bond,E,652.77,201401,1,2014,2,2014,1,01,31
2014-01-31,Savings Bond,EE,1441973091.53,201401,2,2014,2,2014,1,01,31
2014-01-31,Savings Bond,I,5916965891.32,201401,3,2014,2,2014,1,01,31
2014-01-31,Marketable,Bond,448962700.00,201401,4,2014,2,2014,1,01,31
2014-01-31,Marketable,Bill,11344219600.00,201401,5,2014,2,2014,1,01,31
2014-01-31,Marketable,Note,6155795700.00,201401,6,2014,2,2014,1,01,31
2014-01-31,Marketable,TIPS,1071672000.00,201401,7,2014,2,2014,1,01,31
2013-12-31,Savings Bond,E,6676.86,201312,1,2014,1,2013,4,12,31
2013-12-31,Savings Bond,EE,1425960880.36,201312,2,2014,1,2013,4,12,31
2013-12-31,Savings Bond,I,5831604372.00,201312,3,2014,1,2013,4,12,31
2013-12-31,Marketable,Bill,11350223800.00,201312,4,2014,1,2013,4,12,31
2013-12-31,Marketable,Bond,444032800.00,201312,5,2014,1,2013,4,12,31
2013-12-31,Marketable,Note,6081838600.00,201312,6,2014,1,2013,4,12,31
2013-12-31,Marketable,TIPS,1110993300.00,201312,7,2014,1,2013,4,12,31
2013-11-30,Savings Bond,E,12305.89,201311,1,2014,1,2013,4,11,30
2013-11-30,Savings Bond,EE,1411271671.61,201311,2,2014,1,2013,4,11,30
2013-11-30,Savings Bond,I,5784803848.54,201311,3,2014,1,2013,4,11,30
2013-11-30,Marketable,Bill,11473614900.00,201311,4,2014,1,2013,4,11,30
2013-11-30,Marketable,Bond,442065800.00,201311,5,2014,1,2013,4,11,30
2013-11-30,Marketable,Note,6073495400.00,201311,6,2014,1,2013,4,11,30
2013-11-30,Marketable,TIPS,1110770700.00,201311,7,2014,1,2013,4,11,30
2013-10-31,Savings Bond,E,11431.68,201310,1,2014,1,2013,4,10,31
2013-10-31,Savings Bond,EE,1396320907.13,201310,2,2014,1,2013,4,10,31
2013-10-31,Savings Bond,I,5744906502.91,201310,3,2014,1,2013,4,10,31
2013-10-31,Marketable,Bill,11512621400.00,201310,4,2014,1,2013,4,10,31
2013-10-31,Marketable,Bond,435805400.00,201310,5,2014,1,2013,4,10,31
2013-10-31,Marketable,Note,6100537000.00,201310,6,2014,1,2013,4,10,31
2013-10-31,Marketable,TIPS,1105302700.00,201310,7,2014,1,2013,4,10,31
2013-09-30,Savings Bond,E,0.00,201309,1,2013,4,2013,3,09,30
2013-09-30,Savings Bond,EE,1382477977.32,201309,2,2013,4,2013,3,09,30
2013-09-30,Savings Bond,I,5726255157.98,201309,3,2013,4,2013,3,09,30
2013-09-30,Marketable,Bill,11881290600.00,201309,4,2013,4,2013,3,09,30
2013-09-30,Marketable,Bond,434174200.00,201309,5,2013,4,2013,3,09,30
2013-09-30,Marketable,Note,6117003800.00,201309,6,2013,4,2013,3,09,30
2013-09-30,Marketable,TIPS,1103830800.00,201309,7,2013,4,2013,3,09,30
2013-08-31,Savings Bond,E,22269.19,201308,1,2013,4,2013,3,08,31
2013-08-31,Savings Bond,EE,1369602325.95,201308,2,2013,4,2013,3,08,31
2013-08-31,Savings Bond,I,5702122874.68,201308,3,2013,4,2013,3,08,31
2013-08-31,Marketable,Bill,12027369200.00,201308,4,2013,4,2013,3,08,31
2013-08-31,Marketable,Bond,430097300.00,201308,5,2013,4,2013,3,08,31
2013-08-31,Marketable,Note,6117802700.00,201308,6,2013,4,2013,3,08,31
2013-08-31,Marketable,TIPS,1090889900.00,201308,7,2013,4,2013,3,08,31
2013-07-31,Savings Bond,E,108.28,201307,1,2013,4,2013,3,07,31
2013-07-31,Savings Bond,EE,1352674047.43,201307,2,2013,4,2013,3,07,31
2013-07-31,Savings Bond,I,5677101566.96,201307,3,2013,4,2013,3,07,31
2013-07-31,Marketable,Bill,12066782700.00,201307,4,2013,4,2013,3,07,31
2013-07-31,Marketable,Bond,424712400.00,201307,5,2013,4,2013,3,07,31
2013-07-31,Marketable,Note,6162615500.00,201307,6,2013,4,2013,3,07,31
2013-07-31,Marketable,TIPS,1082902400.00,201307,7,2013,4,2013,3,07,31
2013-06-30,Savings Bond,E,4278.65,201306,1,2013,3,2013,2,06,30
2013-06-30,Savings Bond,EE,1337038527.02,201306,2,2013,3,2013,2,06,30
2013-06-30,Savings Bond,I,5646586315.18,201306,3,2013,3,2013,2,06,30
2013-06-30,Marketable,Bill,12191421200.00,201306,4,2013,3,2013,2,06,30
2013-06-30,Marketable,Bond,423532400.00,201306,5,2013,3,2013,2,06,30
2013-06-30,Marketable,Note,6178124700.00,201306,6,2013,3,2013,2,06,30
2013-06-30,Marketable,TIPS,1118073200.00,201306,7,2013,3,2013,2,06,30
2013-05-31,Savings Bond,E,2058.99,201305,1,2013,3,2013,2,05,31
2013-05-31,Savings Bond,EE,1322740278.85,201305,2,2013,3,2013,2,05,31
2013-05-31,Savings Bond,I,5616704642.09,201305,3,2013,3,2013,2,05,31
2013-05-31,Marketable,Bill,12315919900.00,201305,4,2013,3,2013,2,05,31
2013-05-31,Marketable,Bond,420555400.00,201305,5,2013,3,2013,2,05,31
2013-05-31,Marketable,Note,6176650600.00,201305,6,2013,3,2013,2,05,31
2013-05-31,Marketable,TIPS,1118624300.00,201305,7,2013,3,2013,2,05,31
2013-04-30,Savings Bond,E,7973.71,201304,1,2013,3,2013,2,04,30
2013-04-30,Savings Bond,EE,1303905677.24,201304,2,2013,3,2013,2,04,30
2013-04-30,Savings Bond,I,5577168389.22,201304,3,2013,3,2013,2,04,30
2013-04-30,Marketable,Bill,12405721800.00,201304,4,2013,3,2013,2,04,30
2013-04-30,Marketable,Bond,419534400.00,201304,5,2013,3,2013,2,04,30
2013-04-30,Marketable,Note,6241973900.00,201304,6,2013,3,2013,2,04,30
2013-04-30,Marketable,TIPS,1114698100.00,201304,7,2013,3,2013,2,04,30
2013-03-31,Savings Bond,E,38902.95,201303,1,2013,2,2013,1,03,31
2013-03-31,Savings Bond,EE,1287587559.03,201303,2,2013,2,2013,1,03,31
2013-03-31,Savings Bond,I,5527378350.06,201303,3,2013,2,2013,1,03,31
2013-03-31,Marketable,Bill,12365438300.00,201303,4,2013,2,2013,1,03,31
2013-03-31,Marketable,Bond,424197500.00,201303,5,2013,2,2013,1,03,31
2013-03-31,Marketable,Note,6259421800.00,201303,6,2013,2,2013,1,03,31
2013-03-31,Marketable,TIPS,1164496100.00,201303,7,2013,2,2013,1,03,31
2013-02-28,Savings Bond,E,4558.91,201302,1,2013,2,2013,1,02,28
2013-02-28,Savings Bond,EE,1265244966.70,201302,2,2013,2,2013,1,02,28
2013-02-28,Savings Bond,I,5473849533.26,201302,3,2013,2,2013,1,02,28
2013-02-28,Marketable,Bill,12314413600.00,201302,4,2013,2,2013,1,02,28
2013-02-28,Marketable,Bond,418271900.00,201302,5,2013,2,2013,1,02,28
2013-02-28,Marketable,Note,6248036800.00,201302,6,2013,2,2013,1,02,28
2013-02-28,Marketable,TIPS,1166626500.00,201302,7,2013,2,2013,1,02,28
2013-01-31,Savings Bond,E,6393.94,201301,1,2013,2,2013,1,01,31
2013-01-31,Savings Bond,EE,1246382484.57,201301,2,2013,2,2013,1,01,31
2013-01-31,Savings Bond,I,5415381856.42,201301,3,2013,2,2013,1,01,31
2013-01-31,Marketable,Bill,12177714200.00,201301,4,2013,2,2013,1,01,31
2013-01-31,Marketable,Bond,409849100.00,201301,5,2013,2,2013,1,01,31
2013-01-31,Marketable,Note,6275579700.00,201301,6,2013,2,2013,1,01,31
2013-01-31,Marketable,TIPS,1165879500.00,201301,7,2013,2,2013,1,01,31
2012-12-31,Savings Bond,E,0.00,201212,1,2013,1,2012,4,12,31
2012-12-31,Savings Bond,EE,1224848330.70,201212,2,2013,1,2012,4,12,31
2012-12-31,Savings Bond,I,5288727023.09,201212,3,2013,1,2012,4,12,31
2012-12-31,Marketable,Bill,11825515000.00,201212,4,2013,1,2012,4,12,31
2012-12-31,Marketable,Bond,406216600.00,201212,5,2013,1,2012,4,12,31
2012-12-31,Marketable,Note,6250579200.00,201212,6,2013,1,2012,4,12,31
2012-12-31,Marketable,TIPS,1156144000.00,201212,7,2013,1,2012,4,12,31
2012-11-30,Savings Bond,E,34945.08,201211,1,2013,1,2012,4,11,30
2012-11-30,Savings Bond,EE,1208756190.24,201211,2,2013,1,2012,4,11,30
2012-11-30,Savings Bond,I,5221294056.81,201211,3,2013,1,2012,4,11,30
2012-11-30,Marketable,Bill,11321570900.00,201211,4,2013,1,2012,4,11,30
2012-11-30,Marketable,Bond,403904200.00,201211,5,2013,1,2012,4,11,30
2012-11-30,Marketable,Note,6250909000.00,201211,6,2013,1,2012,4,11,30
2012-11-30,Marketable,TIPS,1140700500.00,201211,7,2013,1,2012,4,11,30
2012-10-31,Savings Bond,E,259.78,201210,1,2013,1,2012,4,10,31
2012-10-31,Savings Bond,EE,1191295190.31,201210,2,2013,1,2012,4,10,31
2012-10-31,Savings Bond,I,5178184809.47,201210,3,2013,1,2012,4,10,31
2012-10-31,Marketable,Bill,10487869800.00,201210,4,2013,1,2012,4,10,31
2012-10-31,Marketable,Bond,397711800.00,201210,5,2013,1,2012,4,10,31
2012-10-31,Marketable,Note,6253727800.00,201210,6,2013,1,2012,4,10,31
2012-10-31,Marketable,TIPS,1120366000.00,201210,7,2013,1,2012,4,10,31
2012-09-30,Savings Bond,E,1652.54,201209,1,2012,4,2012,3,09,30
2012-09-30,Savings Bond,EE,1172525346.62,201209,2,2012,4,2012,3,09,30
2012-09-30,Savings Bond,I,5123307054.03,201209,3,2012,4,2012,3,09,30
2012-09-30,Marketable,Bill,9626424600.00,201209,4,2012,4,2012,3,09,30
2012-09-30,Marketable,Bond,390331300.00,201209,5,2012,4,2012,3,09,30
2012-09-30,Marketable,Note,6229856700.00,201209,6,2012,4,2012,3,09,30
2012-09-30,Marketable,TIPS,1114019400.00,201209,7,2012,4,2012,3,09,30
2012-08-31,Savings Bond,E,130.02,201208,1,2012,4,2012,3,08,31
2012-08-31,Savings Bond,EE,1158719256.35,201208,2,2012,4,2012,3,08,31
2012-08-31,Savings Bond,I,5080970854.97,201208,3,2012,4,2012,3,08,31
2012-08-31,Marketable,Bill,9214882500.00,201208,4,2012,4,2012,3,08,31
2012-08-31,Marketable,Bond,388639800.00,201208,5,2012,4,2012,3,08,31
2012-08-31,Marketable,Note,6208126900.00,201208,6,2012,4,2012,3,08,31
2012-08-31,Marketable,TIPS,1094827100.00,201208,7,2012,4,2012,3,08,31
2012-07-31,Savings Bond,E,0.00,201207,1,2012,4,2012,3,07,31
2012-07-31,Savings Bond,EE,1136949766.03,201207,2,2012,4,2012,3,07,31
2012-07-31,Savings Bond,I,5027719405.32,201207,3,2012,4,2012,3,07,31
2012-07-31,Marketable,Bill,9092164900.00,201207,4,2012,4,2012,3,07,31
2012-07-31,Marketable,Bond,379141700.00,201207,5,2012,4,2012,3,07,31
2012-07-31,Marketable,Note,6281117900.00,201207,6,2012,4,2012,3,07,31
2012-07-31,Marketable,TIPS,1057627800.00,201207,7,2012,4,2012,3,07,31
2012-06-30,Savings Bond,E,0.00,201206,1,2012,3,2012,2,06,30
2012-06-30,Savings Bond,EE,1119523657.41,201206,2,2012,3,2012,2,06,30
2012-06-30,Savings Bond,I,4977666385.50,201206,3,2012,3,2012,2,06,30
2012-06-30,Marketable,Bill,8953565500.00,201206,4,2012,3,2012,2,06,30
2012-06-30,Marketable,Bond,379135300.00,201206,5,2012,3,2012,2,06,30
2012-06-30,Marketable,Note,6300900400.00,201206,6,2012,3,2012,2,06,30
2012-06-30,Marketable,TIPS,1092471500.00,201206,7,2012,3,2012,2,06,30
2012-05-31,Savings Bond,E,972.40,201205,1,2012,3,2012,2,05,31
2012-05-31,Savings Bond,EE,1099399884.30,201205,2,2012,3,2012,2,05,31
2012-05-31,Savings Bond,I,4928105678.93,201205,3,2012,3,2012,2,05,31
2012-05-31,Marketable,Bill,8766823200.00,201205,4,2012,3,2012,2,05,31
2012-05-31,Marketable,Bond,376945900.00,201205,5,2012,3,2012,2,05,31
2012-05-31,Marketable,Note,6279024300.00,201205,6,2012,3,2012,2,05,31
2012-05-31,Marketable,TIPS,1093538900.00,201205,7,2012,3,2012,2,05,31
2012-04-30,Savings Bond,E,531.50,201204,1,2012,3,2012,2,04,30
2012-04-30,Savings Bond,EE,1079533941.60,201204,2,2012,3,2012,2,04,30
2012-04-30,Savings Bond,I,4863588379.94,201204,3,2012,3,2012,2,04,30
2012-04-30,Marketable,Bill,8463926100.00,201204,4,2012,3,2012,2,04,30
2012-04-30,Marketable,Bond,369505400.00,201204,5,2012,3,2012,2,04,30
2012-04-30,Marketable,Note,6297011500.00,201204,6,2012,3,2012,2,04,30
2012-04-30,Marketable,TIPS,1083393000.00,201204,7,2012,3,2012,2,04,30
2012-03-31,Savings Bond,E,519.77,201203,1,2012,2,2012,1,03,31
2012-03-31,Savings Bond,EE,1066289684.08,201203,2,2012,2,2012,1,03,31
2012-03-31,Savings Bond,I,4790552211.35,201203,3,2012,2,2012,1,03,31
2012-03-31,Marketable,Bill,8382297500.00,201203,4,2012,2,2012,1,03,31
2012-03-31,Marketable,Bond,366215700.00,201203,5,2012,2,2012,1,03,31
2012-03-31,Marketable,Note,6330916600.00,201203,6,2012,2,2012,1,03,31
2012-03-31,Marketable,TIPS,1073412800.00,201203,7,2012,2,2012,1,03,31
2012-02-29,Savings Bond,E,36712.72,201202,1,2012,2,2012,1,02,29
2012-02-29,Savings Bond,EE,1050488237.54,201202,2,2012,2,2012,1,02,29
2012-02-29,Savings Bond,I,4711654196.94,201202,3,2012,2,2012,1,02,29
2012-02-29,Marketable,Bill,8316428900.00,201202,4,2012,2,2012,1,02,29
2012-02-29,Marketable,Bond,360370400.00,201202,5,2012,2,2012,1,02,29
2012-02-29,Marketable,Note,6317089700.00,201202,6,2012,2,2012,1,02,29
2012-02-29,Marketable,TIPS,1054829000.00,201202,7,2012,2,2012,1,02,29
2012-01-31,Savings Bond,E,8114.38,201201,1,2012,2,2012,1,01,31
2012-01-31,Savings Bond,EE,1024424174.65,201201,2,2012,2,2012,1,01,31
2012-01-31,Savings Bond,I,4625514375.12,201201,3,2012,2,2012,1,01,31
2012-01-31,Marketable,Bill,8075513000.00,201201,4,2012,2,2012,1,01,31
2012-01-31,Marketable,Bond,351480300.00,201201,5,2012,2,2012,1,01,31
2012-01-31,Marketable,Note,6326430800.00,201201,6,2012,2,2012,1,01,31
2012-01-31,Marketable,TIPS,1047825000.00,201201,7,2012,2,2012,1,01,31
2011-12-31,Savings Bond,EE,997872091.11,201112,2,2012,1,2011,4,12,31
2011-12-31,Savings Bond,I,4484677489.72,201112,3,2012,1,2011,4,12,31
2011-12-31,Marketable,Bill,7992647400.00,201112,4,2012,1,2011,4,12,31
2011-12-31,Marketable,Bond,346601600.00,201112,5,2012,1,2011,4,12,31
2011-12-31,Marketable,Note,6267926200.00,201112,6,2012,1,2011,4,12,31
2011-12-31,Marketable,TIPS,1041836100.00,201112,7,2012,1,2011,4,12,31
2011-12-31,Savings Bond,E,249.98,201112,1,2012,1,2011,4,12,31
2011-11-30,Savings Bond,E,33959.86,201111,1,2012,1,2011,4,11,30
2011-11-30,Savings Bond,EE,982669865.13,201111,2,2012,1,2011,4,11,30
2011-11-30,Savings Bond,I,4416923432.31,201111,3,2012,1,2011,4,11,30
2011-11-30,Marketable,Bill,7873979700.00,201111,4,2012,1,2011,4,11,30
2011-11-30,Marketable,Bond,344915400.00,201111,5,2012,1,2011,4,11,30
2011-11-30,Marketable,Note,6187590500.00,201111,6,2012,1,2011,4,11,30
2011-11-30,Marketable,TIPS,1025801600.00,201111,7,2012,1,2011,4,11,30
2011-10-31,Savings Bond,E,0.00,201110,1,2012,1,2011,4,10,31
2011-10-31,Savings Bond,EE,971086570.19,201110,2,2012,1,2011,4,10,31
2011-10-31,Savings Bond,I,4364717266.44,201110,3,2012,1,2011,4,10,31
2011-10-31,Marketable,Bill,7667374800.00,201110,4,2012,1,2011,4,10,31
2011-10-31,Marketable,Bond,339213000.00,201110,5,2012,1,2011,4,10,31
2011-10-31,Marketable,Note,6087034800.00,201110,6,2012,1,2011,4,10,31
2011-10-31,Marketable,TIPS,1020290000.00,201110,7,2012,1,2011,4,10,31
2011-09-30,Savings Bond,E,0.00,201109,1,2011,4,2011,3,09,30
2011-09-30,Savings Bond,EE,959318651.64,201109,2,2011,4,2011,3,09,30
2011-09-30,Savings Bond,I,4313308285.47,201109,3,2011,4,2011,3,09,30
2011-09-30,Marketable,Bill,7392234800.00,201109,4,2011,4,2011,3,09,30
2011-09-30,Marketable,Bond,330123800.00,201109,5,2011,4,2011,3,09,30
2011-09-30,Marketable,Note,5969088000.00,201109,6,2011,4,2011,3,09,30
2011-09-30,Marketable,TIPS,1018651400.00,201109,7,2011,4,2011,3,09,30
2011-08-31,Savings Bond,E,509.39,201108,1,2011,4,2011,3,08,31
2011-08-31,Savings Bond,EE,945072686.33,201108,2,2011,4,2011,3,08,31
2011-08-31,Savings Bond,I,4271745810.85,201108,3,2011,4,2011,3,08,31
2011-08-31,Marketable,Bill,6770557200.00,201108,4,2011,4,2011,3,08,31
2011-08-31,Marketable,Bond,322315400.00,201108,5,2011,4,2011,3,08,31
2011-08-31,Marketable,Note,5454731400.00,201108,6,2011,4,2011,3,08,31
2011-08-31,Marketable,TIPS,972007700.00,201108,7,2011,4,2011,3,08,31
2011-07-31,Savings Bond,E,328.77,201107,1,2011,4,2011,3,07,31
2011-07-31,Savings Bond,EE,934104367.41,201107,2,2011,4,2011,3,07,31
2011-07-31,Savings Bond,I,4232657611.95,201107,3,2011,4,2011,3,07,31
2011-07-31,Marketable,Bill,5500184800.00,201107,4,2011,4,2011,3,07,31
2011-07-31,Marketable,Bond,298797900.00,201107,5,2011,4,2011,3,07,31
2011-07-31,Marketable,Note,4508556100.00,201107,6,2011,4,2011,3,07,31
2011-07-31,Marketable,TIPS,906043900.00,201107,7,2011,4,2011,3,07,31
2011-06-30,Savings Bond,E,528.03,201106,1,2011,3,2011,2,06,30
2011-06-30,Savings Bond,EE,922682865.72,201106,2,2011,3,2011,2,06,30
2011-06-30,Savings Bond,I,4204607566.39,201106,3,2011,3,2011,2,06,30
2011-06-30,Marketable,Bill,4758493300.00,201106,4,2011,3,2011,2,06,30
2011-06-30,Marketable,Bond,282592200.00,201106,5,2011,3,2011,2,06,30
2011-06-30,Marketable,Note,3882997700.00,201106,6,2011,3,2011,2,06,30
2011-06-30,Marketable,TIPS,846157800.00,201106,7,2011,3,2011,2,06,30
2011-05-31,Savings Bond,E,1712.63,201105,1,2011,3,2011,2,05,31
2011-05-31,Savings Bond,EE,910302240.66,201105,2,2011,3,2011,2,05,31
2011-05-31,Savings Bond,I,4174235898.61,201105,3,2011,3,2011,2,05,31
2011-05-31,Marketable,Bill,3507678400.00,201105,4,2011,3,2011,2,05,31
2011-05-31,Marketable,Bond,243776000.00,201105,5,2011,3,2011,2,05,31
2011-05-31,Marketable,Note,2681451500.00,201105,6,2011,3,2011,2,05,31
2011-05-31,Marketable,TIPS,772328300.00,201105,7,2011,3,2011,2,05,31
2011-04-30,Savings Bond,E,545.36,201104,1,2011,3,2011,2,04,30
2011-04-30,Savings Bond,EE,900418763.15,201104,2,2011,3,2011,2,04,30
2011-04-30,Savings Bond,I,4139757718.29,201104,3,2011,3,2011,2,04,30
2011-04-30,Marketable,Bill,2620351200.00,201104,4,2011,3,2011,2,04,30
2011-04-30,Marketable,Bond,214416700.00,201104,5,2011,3,2011,2,04,30
2011-04-30,Marketable,Note,1706951500.00,201104,6,2011,3,2011,2,04,30
2011-04-30,Marketable,TIPS,697009800.00,201104,7,2011,3,2011,2,04,30
2011-03-31,Savings Bond,E,237.22,201103,1,2011,2,2011,1,03,31
2011-03-31,Savings Bond,EE,890277026.52,201103,2,2011,2,2011,1,03,31
