Record Date,Security Type Description,Security Class Description,Securities Outstanding Amount,Transactions Month,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2019-03-31,Marketable,Bill,23416902100.00,201903,5,2019,2,2019,1,03,31
2019-03-31,Marketable,Note,8017728700.00,201903,6,2019,2,2019,1,03,31
2019-03-31,Marketable,TIPS,373666500.00,201903,7,2019,2,2019,1,03,31
2019-02-28,Savings Bond,E,497.32,201902,1,2019,2,2019,1,02,28
2019-02-28,Savings Bond,EE,4056648549.86,201902,2,2019,2,2019,1,02,28
2019-02-28,Savings Bond,I,11149853714.85,201902,3,2019,2,2019,1,02,28
2019-02-28,Marketable,Bond,580118100.00,201902,4,2019,2,2019,1,02,28
2019-02-28,Marketable,Bill,23014146600.00,201902,5,2019,2,2019,1,02,28
2019-02-28,Marketable,Note,7996517600.00,201902,6,2019,2,2019,1,02,28
2019-02-28,Marketable,TIPS,374814300.00,201902,7,2019,2,2019,1,02,28
2019-01-31,Savings Bond,EE,4039360739.52,201901,1,2019,2,2019,1,01,31
2019-01-31,Savings Bond,I,11115898695.62,201901,2,2019,2,2019,1,01,31
2019-01-31,Marketable,Bond,572575400.00,201901,3,2019,2,2019,1,01,31
2019-01-31,Marketable,Bill,22119354100.00,201901,4,2019,2,2019,1,01,31
2019-01-31,Marketable,Note,7931753800.00,201901,5,2019,2,2019,1,01,31
2019-01-31,Marketable,TIPS,374984500.00,201901,6,2019,2,2019,1,01,31
2018-12-31,Savings Bond,E,109.59,201812,1,2019,1,2018,4,12,31
2018-12-31,Savings Bond,EE,4033092818.06,201812,2,2019,1,2018,4,12,31
2018-12-31,Savings Bond,I,11004700282.46,201812,3,2019,1,2018,4,12,31
2018-12-31,Marketable,Bond,570655600.00,201812,4,2019,1,2018,4,12,31
2018-12-31,Marketable,Bill,20998461900.00,201812,5,2019,1,2018,4,12,31
2018-12-31,Marketable,Note,7863997100.00,201812,6,2019,1,2018,4,12,31
2018-12-31,Marketable,TIPS,442216900.00,201812,7,2019,1,2018,4,12,31
2018-11-30,Savings Bond,E,2234.72,201811,1,2019,1,2018,4,11,30
2018-11-30,Savings Bond,EE,4021815863.18,201811,2,2019,1,2018,4,11,30
2018-11-30,Savings Bond,I,10927292378.65,201811,3,2019,1,2018,4,11,30
2018-11-30,Marketable,Bond,569181600.00,201811,4,2019,1,2018,4,11,30
2018-11-30,Marketable,Bill,20681903000.00,201811,5,2019,1,2018,4,11,30
2018-11-30,Marketable,Note,7732178700.00,201811,6,2019,1,2018,4,11,30
2018-11-30,Marketable,TIPS,442606100.00,201811,7,2019,1,2018,4,11,30
2018-10-31,Savings Bond,E,4752.67,201810,1,2019,1,2018,4,10,31
2018-10-31,Savings Bond,EE,3992524622.55,201810,2,2019,1,2018,4,10,31
2018-10-31,Savings Bond,I,10841070067.94,201810,3,2019,1,2018,4,10,31
2018-10-31,Marketable,Bond,568674600.00,201810,4,2019,1,2018,4,10,31
2018-10-31,Marketable,Bill,20020563200.00,201810,5,2019,1,2018,4,10,31
2018-10-31,Marketable,Note,7662919400.00,201810,6,2019,1,2018,4,10,31
2018-10-31,Marketable,TIPS,442924300.00,201810,7,2019,1,2018,4,10,31
2018-09-30,Savings Bond,E,1298.51,201809,1,2018,4,2018,3,09,30
2018-09-30,Savings Bond,EE,3963838118.88,201809,2,2018,4,2018,3,09,30
2018-09-30,Savings Bond,I,10781302448.54,201809,3,2018,4,2018,3,09,30
2018-09-30,Marketable,Bond,567658500.00,201809,4,2018,4,2018,3,09,30
2018-09-30,Marketable,Bill,19117633600.00,201809,5,2018,4,2018,3,09,30
2018-09-30,Marketable,Note,7412284700.00,201809,6,2018,4,2018,3,09,30
2018-09-30,Marketable,TIPS,443262300.00,201809,7,2018,4,2018,3,09,30
2018-08-31,Savings Bond,E,9617.40,201808,1,2018,4,2018,3,08,31
2018-08-31,Savings Bond,EE,3937258515.82,201808,2,2018,4,2018,3,08,31
2018-08-31,Savings Bond,I,10724435623.50,201808,3,2018,4,2018,3,08,31
2018-08-31,Marketable,Bond,566578300.00,201808,4,2018,4,2018,3,08,31
2018-08-31,Marketable,Bill,18440165000.00,201808,5,2018,4,2018,3,08,31
2018-08-31,Marketable,Note,7377818300.00,201808,6,2018,4,2018,3,08,31
2018-08-31,Marketable,TIPS,444295300.00,201808,7,2018,4,2018,3,08,31
2018-07-31,Savings Bond,E,5233.30,201807,1,2018,4,2018,3,07,31
2018-07-31,Savings Bond,EE,3903137518.26,201807,2,2018,4,2018,3,07,31
2018-07-31,Savings Bond,I,10681585097.14,201807,3,2018,4,2018,3,07,31
2018-07-31,Marketable,Bond,565182100.00,201807,4,2018,4,2018,3,07,31
2018-07-31,Marketable,Bill,17708850200.00,201807,5,2018,4,2018,3,07,31
2018-07-31,Marketable,Note,7288822100.00,201807,6,2018,4,2018,3,07,31
2018-07-31,Marketable,TIPS,444480300.00,201807,7,2018,4,2018,3,07,31
2018-06-30,Savings Bond,E,0.00,201806,1,2018,3,2018,2,06,30
2018-06-30,Savings Bond,EE,3873853075.08,201806,2,2018,3,2018,2,06,30
2018-06-30,Savings Bond,I,10621930515.99,201806,3,2018,3,2018,2,06,30
2018-06-30,Marketable,Bond,563434200.00,201806,4,2018,3,2018,2,06,30
2018-06-30,Marketable,Bill,16970220400.00,201806,5,2018,3,2018,2,06,30
2018-06-30,Marketable,Note,7287666200.00,201806,6,2018,3,2018,2,06,30
2018-06-30,Marketable,TIPS,466749800.00,201806,7,2018,3,2018,2,06,30
2018-05-31,Savings Bond,E,528.06,201805,1,2018,3,2018,2,05,31
2018-05-31,Savings Bond,EE,3853175522.52,201805,2,2018,3,2018,2,05,31
2018-05-31,Savings Bond,I,10555666202.95,201805,3,2018,3,2018,2,05,31
2018-05-31,Marketable,Bond,558596400.00,201805,4,2018,3,2018,2,05,31
2018-05-31,Marketable,Bill,16300544600.00,201805,5,2018,3,2018,2,05,31
2018-05-31,Marketable,Note,7294233800.00,201805,6,2018,3,2018,2,05,31
2018-05-31,Marketable,TIPS,466872100.00,201805,7,2018,3,2018,2,05,31
2018-04-30,Savings Bond,E,31502.82,201804,1,2018,3,2018,2,04,30
2018-04-30,Savings Bond,EE,3824547316.33,201804,2,2018,3,2018,2,04,30
2018-04-30,Savings Bond,I,10465512448.73,201804,3,2018,3,2018,2,04,30
2018-04-30,Marketable,Bond,558638800.00,201804,4,2018,3,2018,2,04,30
2018-04-30,Marketable,Bill,15337285500.00,201804,5,2018,3,2018,2,04,30
2018-04-30,Marketable,Note,7207867200.00,201804,6,2018,3,2018,2,04,30
2018-04-30,Marketable,TIPS,467331600.00,201804,7,2018,3,2018,2,04,30
2018-03-31,Savings Bond,E,2842.18,201803,1,2018,2,2018,1,03,31
2018-03-31,Savings Bond,EE,3799946050.99,201803,2,2018,2,2018,1,03,31
2018-03-31,Savings Bond,I,10426551546.03,201803,3,2018,2,2018,1,03,31
2018-03-31,Marketable,Bond,557418000.00,201803,4,2018,2,2018,1,03,31
2018-03-31,Marketable,Bill,14583945200.00,201803,5,2018,2,2018,1,03,31
2018-03-31,Marketable,Note,6957737700.00,201803,6,2018,2,2018,1,03,31
2018-03-31,Marketable,TIPS,499486000.00,201803,7,2018,2,2018,1,03,31
2018-02-28,Savings Bond,E,1689.82,201802,1,2018,2,2018,1,02,28
2018-02-28,Savings Bond,EE,3772829201.88,201802,2,2018,2,2018,1,02,28
2018-02-28,Savings Bond,I,10362115000.33,201802,3,2018,2,2018,1,02,28
2018-02-28,Marketable,Bond,561529600.00,201802,4,2018,2,2018,1,02,28
2018-02-28,Marketable,Bill,13742258000.00,201802,5,2018,2,2018,1,02,28
2018-02-28,Marketable,Note,6976297300.00,201802,6,2018,2,2018,1,02,28
2018-02-28,Marketable,TIPS,500280100.00,201802,7,2018,2,2018,1,02,28
2018-01-31,Savings Bond,E,695.18,201801,1,2018,2,2018,1,01,31
2018-01-31,Savings Bond,EE,3738813941.86,201801,2,2018,2,2018,1,01,31
2018-01-31,Savings Bond,I,10374080020.45,201801,3,2018,2,2018,1,01,31
2018-01-31,Marketable,Bond,557090400.00,201801,4,2018,2,2018,1,01,31
2018-01-31,Marketable,Bill,13165854700.00,201801,5,2018,2,2018,1,01,31
2018-01-31,Marketable,Note,6943867100.00,201801,6,2018,2,2018,1,01,31
2018-01-31,Marketable,TIPS,500577100.00,201801,7,2018,2,2018,1,01,31
2017-12-31,Savings Bond,E,17114.12,201712,1,2018,1,2017,4,12,31
2017-12-31,Savings Bond,EE,3717198775.52,201712,2,2018,1,2017,4,12,31
2017-12-31,Savings Bond,I,10252964584.94,201712,3,2018,1,2017,4,12,31
2017-12-31,Marketable,Bond,557147300.00,201712,4,2018,1,2017,4,12,31
2017-12-31,Marketable,Bill,12675665800.00,201712,5,2018,1,2017,4,12,31
2017-12-31,Marketable,Note,6848025200.00,201712,6,2018,1,2017,4,12,31
2017-12-31,Marketable,TIPS,518151000.00,201712,7,2018,1,2017,4,12,31
2017-11-30,Savings Bond,E,9364.40,201711,1,2018,1,2017,4,11,30
2017-11-30,Savings Bond,EE,3686829660.40,201711,2,2018,1,2017,4,11,30
2017-11-30,Savings Bond,I,10206387631.64,201711,3,2018,1,2017,4,11,30
2017-11-30,Marketable,Bond,555933000.00,201711,4,2018,1,2017,4,11,30
2017-11-30,Marketable,Bill,12539055000.00,201711,5,2018,1,2017,4,11,30
2017-11-30,Marketable,Note,6823974000.00,201711,6,2018,1,2017,4,11,30
2017-11-30,Marketable,TIPS,518225800.00,201711,7,2018,1,2017,4,11,30
2017-10-31,Savings Bond,E,0.00,201710,1,2018,1,2017,4,10,31
2017-10-31,Savings Bond,EE,3654359040.94,201710,2,2018,1,2017,4,10,31
2017-10-31,Savings Bond,I,10142535302.34,201710,3,2018,1,2017,4,10,31
2017-10-31,Marketable,Bond,556549100.00,201710,4,2018,1,2017,4,10,31
2017-10-31,Marketable,Bill,12417994200.00,201710,5,2018,1,2017,4,10,31
2017-10-31,Marketable,Note,6840412200.00,201710,6,2018,1,2017,4,10,31
2017-10-31,Marketable,TIPS,528894500.00,201710,7,2018,1,2017,4,10,31
2017-09-30,Savings Bond,E,0.00,201709,1,2017,4,2017,3,09,30
2017-09-30,Savings Bond,EE,3500777788.42,201709,2,2017,4,2017,3,09,30
2017-09-30,Savings Bond,I,8151921354.73,201709,3,2017,4,2017,3,09,30
2017-09-30,Marketable,Bond,552874100.00,201709,4,2017,4,2017,3,09,30
2017-09-30,Marketable,Bill,12296400800.00,201709,5,2017,4,2017,3,09,30
2017-09-30,Marketable,Note,6789012200.00,201709,6,2017,4,2017,3,09,30
2017-09-30,Marketable,TIPS,528413500.00,201709,7,2017,4,2017,3,09,30
2017-08-31,Savings Bond,E,3643.86,201708,1,2017,4,2017,3,08,31
2017-08-31,Savings Bond,EE,3459012790.75,201708,2,2017,4,2017,3,08,31
2017-08-31,Savings Bond,I,8095752110.96,201708,3,2017,4,2017,3,08,31
2017-08-31,Marketable,Bond,550332000.00,201708,4,2017,4,2017,3,08,31
2017-08-31,Marketable,Bill,12190441500.00,201708,5,2017,4,2017,3,08,31
2017-08-31,Marketable,Note,6745966300.00,201708,6,2017,4,2017,3,08,31
2017-08-31,Marketable,TIPS,529977400.00,201708,7,2017,4,2017,3,08,31
2017-07-31,Savings Bond,E,2008.43,201707,1,2017,4,2017,3,07,31
2017-07-31,Savings Bond,EE,3408977892.60,201707,2,2017,4,2017,3,07,31
2017-07-31,Savings Bond,I,8037972569.39,201707,3,2017,4,2017,3,07,31
2017-07-31,Marketable,Bond,552027200.00,201707,4,2017,4,2017,3,07,31
2017-07-31,Marketable,Bill,12077987400.00,201707,5,2017,4,2017,3,07,31
2017-07-31,Marketable,Note,6725338700.00,201707,6,2017,4,2017,3,07,31
2017-07-31,Marketable,TIPS,531376700.00,201707,7,2017,4,2017,3,07,31
2017-06-30,Savings Bond,E,900.10,201706,1,2017,3,2017,2,06,30
2017-06-30,Savings Bond,EE,3366000269.69,201706,2,2017,3,2017,2,06,30
2017-06-30,Savings Bond,I,7977507772.75,201706,3,2017,3,2017,2,06,30
2017-06-30,Marketable,Bond,551175400.00,201706,4,2017,3,2017,2,06,30
2017-06-30,Marketable,Bill,11846451200.00,201706,5,2017,3,2017,2,06,30
2017-06-30,Marketable,Note,6717024200.00,201706,6,2017,3,2017,2,06,30
2017-06-30,Marketable,TIPS,545147700.00,201706,7,2017,3,2017,2,06,30
2017-05-31,Savings Bond,E,2680.01,201705,1,2017,3,2017,2,05,31
2017-05-31,Savings Bond,EE,3317513701.98,201705,2,2017,3,2017,2,05,31
2017-05-31,Savings Bond,I,7915031610.57,201705,3,2017,3,2017,2,05,31
2017-05-31,Marketable,Bond,548050300.00,201705,4,2017,3,2017,2,05,31
2017-05-31,Marketable,Bill,11521129400.00,201705,5,2017,3,2017,2,05,31
2017-05-31,Marketable,Note,6685432200.00,201705,6,2017,3,2017,2,05,31
2017-05-31,Marketable,TIPS,546136700.00,201705,7,2017,3,2017,2,05,31
2017-04-30,Savings Bond,E,51799.73,201704,1,2017,3,2017,2,04,30
2017-04-30,Savings Bond,EE,3275932010.93,201704,2,2017,3,2017,2,04,30
2017-04-30,Savings Bond,I,7844514545.22,201704,3,2017,3,2017,2,04,30
2017-04-30,Marketable,Bond,547130900.00,201704,4,2017,3,2017,2,04,30
2017-04-30,Marketable,Bill,11337298500.00,201704,5,2017,3,2017,2,04,30
2017-04-30,Marketable,Note,6695110600.00,201704,6,2017,3,2017,2,04,30
2017-04-30,Marketable,TIPS,549007800.00,201704,7,2017,3,2017,2,04,30
2017-03-31,Savings Bond,E,5380.51,201703,1,2017,2,2017,1,03,31
2017-03-31,Savings Bond,EE,3236276349.57,201703,2,2017,2,2017,1,03,31
2017-03-31,Savings Bond,I,7772766978.60,201703,3,2017,2,2017,1,03,31
2017-03-31,Marketable,Bond,540726000.00,201703,4,2017,2,2017,1,03,31
2017-03-31,Marketable,Bill,11044067500.00,201703,5,2017,2,2017,1,03,31
2017-03-31,Marketable,Note,6659617000.00,201703,6,2017,2,2017,1,03,31
2017-03-31,Marketable,TIPS,598815600.00,201703,7,2017,2,2017,1,03,31
2017-02-28,Savings Bond,E,0.00,201702,1,2017,2,2017,1,02,28
2017-02-28,Savings Bond,EE,3188136641.79,201702,2,2017,2,2017,1,02,28
2017-02-28,Savings Bond,I,7703336190.12,201702,3,2017,2,2017,1,02,28
2017-02-28,Marketable,Bond,539221500.00,201702,4,2017,2,2017,1,02,28
2017-02-28,Marketable,Bill,10846999200.00,201702,5,2017,2,2017,1,02,28
2017-02-28,Marketable,Note,6638004700.00,201702,6,2017,2,2017,1,02,28
2017-02-28,Marketable,TIPS,598842000.00,201702,7,2017,2,2017,1,02,28
2017-01-31,Savings Bond,E,7522.78,201701,1,2017,2,2017,1,01,31
2017-01-31,Savings Bond,EE,3147401019.80,201701,2,2017,2,2017,1,01,31
2017-01-31,Savings Bond,I,7640640201.05,201701,3,2017,2,2017,1,01,31
2017-01-31,Marketable,Bond,528728300.00,201701,4,2017,2,2017,1,01,31
2017-01-31,Marketable,Bill,10808461800.00,201701,5,2017,2,2017,1,01,31
2017-01-31,Marketable,Note,6630293000.00,201701,6,2017,2,2017,1,01,31
2017-01-31,Marketable,TIPS,599099800.00,201701,7,2017,2,2017,1,01,31
2016-12-31,Savings Bond,E,208035.48,201612,1,2017,1,2016,4,12,31
2016-12-31,Savings Bond,EE,3124187808.26,201612,2,2017,1,2016,4,12,31
2016-12-31,Savings Bond,I,7549321000.11,201612,3,2017,1,2016,4,12,31
2016-12-31,Marketable,Bond,526984200.00,201612,4,2017,1,2016,4,12,31
2016-12-31,Marketable,Bill,10682277700.00,201612,5,2017,1,2016,4,12,31
2016-12-31,Marketable,Note,6580193900.00,201612,6,2017,1,2016,4,12,31
2016-12-31,Marketable,TIPS,613844600.00,201612,7,2017,1,2016,4,12,31
2016-11-30,Savings Bond,E,1176.46,201611,1,2017,1,2016,4,11,30
2016-11-30,Savings Bond,EE,3071650181.52,201611,2,2017,1,2016,4,11,30
2016-11-30,Savings Bond,I,7472002610.18,201611,3,2017,1,2016,4,11,30
2016-11-30,Marketable,Bond,525198900.00,201611,4,2017,1,2016,4,11,30
2016-11-30,Marketable,Bill,10588589600.00,201611,5,2017,1,2016,4,11,30
2016-11-30,Marketable,Note,6556513800.00,201611,6,2017,1,2016,4,11,30
2016-11-30,Marketable,TIPS,614469800.00,201611,7,2017,1,2016,4,11,30
2016-10-31,Savings Bond,E,1413.02,201610,1,2017,1,2016,4,10,31
2016-10-31,Savings Bond,EE,3015947143.47,201610,2,2017,1,2016,4,10,31
2016-10-31,Savings Bond,I,7404741953.64,201610,3,2017,1,2016,4,10,31
2016-10-31,Marketable,Bond,528612100.00,201610,4,2017,1,2016,4,10,31
2016-10-31,Marketable,Bill,10635782500.00,201610,5,2017,1,2016,4,10,31
2016-10-31,Marketable,Note,6534298900.00,201610,6,2017,1,2016,4,10,31
2016-10-31,Marketable,TIPS,615080800.00,201610,7,2017,1,2016,4,10,31
2016-09-30,Savings Bond,E,135449.15,201609,1,2016,4,2016,3,09,30
2016-09-30,Savings Bond,EE,3038631271.17,201609,2,2016,4,2016,3,09,30
2016-09-30,Savings Bond,I,7364767583.67,201609,3,2016,4,2016,3,09,30
2016-09-30,Marketable,Bond,522790100.00,201609,4,2016,4,2016,3,09,30
2016-09-30,Marketable,Bill,10632068000.00,201609,5,2016,4,2016,3,09,30
2016-09-30,Marketable,Note,6523358900.00,201609,6,2016,4,2016,3,09,30
2016-09-30,Marketable,TIPS,615451000.00,201609,7,2016,4,2016,3,09,30
2016-08-31,Savings Bond,E,16131.04,201608,1,2016,4,2016,3,08,31
2016-08-31,Savings Bond,EE,2976075633.67,201608,2,2016,4,2016,3,08,31
2016-08-31,Savings Bond,I,7317254973.68,201608,3,2016,4,2016,3,08,31
2016-08-31,Marketable,Bond,523979000.00,201608,4,2016,4,2016,3,08,31
2016-08-31,Marketable,Bill,10474998400.00,201608,5,2016,4,2016,3,08,31
2016-08-31,Marketable,Note,6526160900.00,201608,6,2016,4,2016,3,08,31
2016-08-31,Marketable,TIPS,617290900.00,201608,7,2016,4,2016,3,08,31
2016-07-31,Savings Bond,E,13071.60,201607,1,2016,4,2016,3,07,31
2016-07-31,Savings Bond,EE,2876387601.90,201607,2,2016,4,2016,3,07,31
2016-07-31,Savings Bond,I,7239679743.53,201607,3,2016,4,2016,3,07,31
2016-07-31,Marketable,Bond,525631700.00,201607,4,2016,4,2016,3,07,31
2016-07-31,Marketable,Bill,10448764100.00,201607,5,2016,4,2016,3,07,31
2016-07-31,Marketable,Note,6578145200.00,201607,6,2016,4,2016,3,07,31
2016-07-31,Marketable,TIPS,617827300.00,201607,7,2016,4,2016,3,07,31
2016-06-30,Savings Bond,E,6336.68,201606,1,2016,3,2016,2,06,30
2016-06-30,Savings Bond,EE,2830457928.67,201606,2,2016,3,2016,2,06,30
2016-06-30,Savings Bond,I,7196438540.46,201606,3,2016,3,2016,2,06,30
2016-06-30,Marketable,Bond,524005800.00,201606,4,2016,3,2016,2,06,30
2016-06-30,Marketable,Bill,10561418000.00,201606,5,2016,3,2016,2,06,30
2016-06-30,Marketable,Note,6596061400.00,201606,6,2016,3,2016,2,06,30
2016-06-30,Marketable,TIPS,641437600.00,201606,7,2016,3,2016,2,06,30
2016-05-31,Savings Bond,E,0.00,201605,1,2016,3,2016,2,05,31
2016-05-31,Savings Bond,EE,2753576101.68,201605,2,2016,3,2016,2,05,31
2016-05-31,Savings Bond,I,7137726555.50,201605,3,2016,3,2016,2,05,31
2016-05-31,Marketable,Bond,522883500.00,201605,4,2016,3,2016,2,05,31
2016-05-31,Marketable,Bill,10527666200.00,201605,5,2016,3,2016,2,05,31
2016-05-31,Marketable,Note,6611481300.00,201605,6,2016,3,2016,2,05,31
2016-05-31,Marketable,TIPS,642164100.00,201605,7,2016,3,2016,2,05,31
2016-04-30,Savings Bond,E,0.00,201604,1,2016,3,2016,2,04,30
2016-04-30,Savings Bond,EE,2693075783.99,201604,2,2016,3,2016,2,04,30
2016-04-30,Savings Bond,I,7079600402.75,201604,3,2016,3,2016,2,04,30
2016-04-30,Marketable,Bond,535003100.00,201604,4,2016,3,2016,2,04,30
2016-04-30,Marketable,Bill,10375673700.00,201604,5,2016,3,2016,2,04,30
2016-04-30,Marketable,Note,6612143700.00,201604,6,2016,3,2016,2,04,30
2016-04-30,Marketable,TIPS,642517600.00,201604,7,2016,3,2016,2,04,30
2016-03-31,Savings Bond,E,130.02,201603,1,2016,2,2016,1,03,31
2016-03-31,Savings Bond,EE,2666062223.82,201603,2,2016,2,2016,1,03,31
2016-03-31,Savings Bond,I,7039978602.80,201603,3,2016,2,2016,1,03,31
2016-03-31,Marketable,Bond,532019400.00,201603,4,2016,2,2016,1,03,31
2016-03-31,Marketable,Bill,10248449600.00,201603,5,2016,2,2016,1,03,31
2016-03-31,Marketable,Note,6607006200.00,201603,6,2016,2,2016,1,03,31
2016-03-31,Marketable,TIPS,697426700.00,201603,7,2016,2,2016,1,03,31
2016-02-29,Savings Bond,E,5741.76,201602,1,2016,2,2016,1,02,29
2016-02-29,Savings Bond,EE,2608492459.32,201602,2,2016,2,2016,1,02,29
2016-02-29,Savings Bond,I,6987397563.84,201602,3,2016,2,2016,1,02,29
2016-02-29,Marketable,Bond,529454700.00,201602,4,2016,2,2016,1,02,29
2016-02-29,Marketable,Bill,10235122900.00,201602,5,2016,2,2016,1,02,29
2016-02-29,Marketable,Note,6601572900.00,201602,6,2016,2,2016,1,02,29
2016-02-29,Marketable,TIPS,704189200.00,201602,7,2016,2,2016,1,02,29
2016-01-31,Savings Bond,E,0.00,201601,1,2016,2,2016,1,01,31
2016-01-31,Savings Bond,EE,2571619010.88,201601,2,2016,2,2016,1,01,31
2016-01-31,Savings Bond,I,6953843876.39,201601,3,2016,2,2016,1,01,31
2016-01-31,Marketable,Bond,528656800.00,201601,4,2016,2,2016,1,01,31
2016-01-31,Marketable,Bill,10005816800.00,201601,5,2016,2,2016,1,01,31
2016-01-31,Marketable,Note,6610637400.00,201601,6,2016,2,2016,1,01,31
2016-01-31,Marketable,TIPS,704812400.00,201601,7,2016,2,2016,1,01,31
2015-12-31,Savings Bond,E,919.02,201512,1,2016,1,2015,4,12,31
2015-12-31,Savings Bond,EE,2536142738.34,201512,2,2016,1,2015,4,12,31
2015-12-31,Savings Bond,I,6911613399.95,201512,3,2016,1,2015,4,12,31
2015-12-31,Marketable,Bond,525933100.00,201512,4,2016,1,2015,4,12,31
2015-12-31,Marketable,Bill,9797870500.00,201512,5,2016,1,2015,4,12,31
2015-12-31,Marketable,Note,6582834600.00,201512,6,2016,1,2015,4,12,31
2015-12-31,Marketable,TIPS,730828500.00,201512,7,2016,1,2015,4,12,31
2015-11-30,Savings Bond,E,1589.15,201511,1,2016,1,2015,4,11,30
2015-11-30,Savings Bond,EE,2492141993.14,201511,2,2016,1,2015,4,11,30
2015-11-30,Savings Bond,I,6868932351.00,201511,3,2016,1,2015,4,11,30
2015-11-30,Marketable,Bond,519647000.00,201511,4,2016,1,2015,4,11,30
2015-11-30,Marketable,Bill,9842021400.00,201511,5,2016,1,2015,4,11,30
2015-11-30,Marketable,Note,6511323900.00,201511,6,2016,1,2015,4,11,30
2015-11-30,Marketable,TIPS,730725800.00,201511,7,2016,1,2015,4,11,30
2015-10-31,Marketable,Bill,9855156700.00,201510,5,2016,1,2015,4,10,31
2015-10-31,Savings Bond,E,0.00,201510,1,2016,1,2015,4,10,31
2015-10-31,Savings Bond,EE,2449473334.65,201510,2,2016,1,2015,4,10,31
2015-10-31,Savings Bond,I,6837933789.08,201510,3,2016,1,2015,4,10,31
2015-10-31,Marketable,Bond,519224800.00,201510,4,2016,1,2015,4,10,31
2015-10-31,Marketable,Note,6506372600.00,201510,6,2016,1,2015,4,10,31
2015-10-31,Marketable,TIPS,732162900.00,201510,7,2016,1,2015,4,10,31
2015-09-30,Savings Bond,E,0.00,201509,1,2015,4,2015,3,09,30
2015-09-30,Savings Bond,EE,2403411155.57,201509,2,2015,4,2015,3,09,30
2015-09-30,Savings Bond,I,6826408661.68,201509,3,2015,4,2015,3,09,30
2015-09-30,Marketable,Bond,515110300.00,201509,4,2015,4,2015,3,09,30
2015-09-30,Marketable,Bill,9883543700.00,201509,5,2015,4,2015,3,09,30
2015-09-30,Marketable,Note,6494280300.00,201509,6,2015,4,2015,3,09,30
2015-09-30,Marketable,TIPS,734846900.00,201509,7,2015,4,2015,3,09,30
2015-08-31,Savings Bond,EE,2367729076.22,201508,1,2015,4,2015,3,08,31
2015-08-31,Savings Bond,I,6818035901.61,201508,2,2015,4,2015,3,08,31
2015-08-31,Marketable,Bond,514605200.00,201508,3,2015,4,2015,3,08,31
2015-08-31,Marketable,Bill,10053750000.00,201508,4,2015,4,2015,3,08,31
2015-08-31,Marketable,Note,6506579000.00,201508,5,2015,4,2015,3,08,31
2015-08-31,Marketable,TIPS,740095400.00,201508,6,2015,4,2015,3,08,31
2015-07-31,Savings Bond,E,0.00,201507,1,2015,4,2015,3,07,31
2015-07-31,Savings Bond,EE,2338936680.90,201507,2,2015,4,2015,3,07,31
2015-07-31,Savings Bond,I,6813255775.09,201507,3,2015,4,2015,3,07,31
2015-07-31,Marketable,Bond,513369800.00,201507,4,2015,4,2015,3,07,31
2015-07-31,Marketable,Bill,10200976300.00,201507,5,2015,4,2015,3,07,31
2015-07-31,Marketable,Note,6500871700.00,201507,6,2015,4,2015,3,07,31
2015-07-31,Marketable,TIPS,740521400.00,201507,7,2015,4,2015,3,07,31
2015-06-30,Savings Bond,E,3587.28,201506,1,2015,3,2015,2,06,30
2015-06-30,Savings Bond,EE,2306935448.68,201506,2,2015,3,2015,2,06,30
2015-06-30,Savings Bond,I,6799628241.42,201506,3,2015,3,2015,2,06,30
2015-06-30,Marketable,Bond,513398000.00,201506,4,2015,3,2015,2,06,30
2015-06-30,Marketable,Bill,10228459300.00,201506,5,2015,3,2015,2,06,30
2015-06-30,Marketable,Note,6455609700.00,201506,6,2015,3,2015,2,06,30
2015-06-30,Marketable,TIPS,754490400.00,201506,7,2015,3,2015,2,06,30
2015-05-31,Savings Bond,E,137.65,201505,1,2015,3,2015,2,05,31
2015-05-31,Savings Bond,EE,2276740575.27,201505,2,2015,3,2015,2,05,31
2015-05-31,Savings Bond,I,6784907553.18,201505,3,2015,3,2015,2,05,31
2015-05-31,Marketable,Bond,509490000.00,201505,4,2015,3,2015,2,05,31
2015-05-31,Marketable,Bill,10204505800.00,201505,5,2015,3,2015,2,05,31
2015-05-31,Marketable,Note,6424940300.00,201505,6,2015,3,2015,2,05,31
2015-05-31,Marketable,TIPS,756865600.00,201505,7,2015,3,2015,2,05,31
2015-04-30,Savings Bond,E,5064.65,201504,1,2015,3,2015,2,04,30
2015-04-30,Savings Bond,EE,2240378094.58,201504,2,2015,3,2015,2,04,30
2015-04-30,Savings Bond,I,6753282260.55,201504,3,2015,3,2015,2,04,30
2015-04-30,Marketable,Bond,505240000.00,201504,4,2015,3,2015,2,04,30
2015-04-30,Marketable,Bill,10252944000.00,201504,5,2015,3,2015,2,04,30
2015-04-30,Marketable,Note,6400133500.00,201504,6,2015,3,2015,2,04,30
2015-04-30,Marketable,TIPS,757031300.00,201504,7,2015,3,2015,2,04,30
2015-03-31,Savings Bond,E,27627.26,201503,1,2015,2,2015,1,03,31
2015-03-31,Savings Bond,EE,2187227934.30,201503,2,2015,2,2015,1,03,31
2015-03-31,Savings Bond,I,6706781854.31,201503,3,2015,2,2015,1,03,31
2015-03-31,Marketable,Bond,503863400.00,201503,4,2015,2,2015,1,03,31
